bin_centers	PDF
0.9059277169995599	124935
0.9067527011887089	129079
0.9075776853778579	133778
0.908402669567007	138493
0.909227653756156	143144
0.910052637945305	148431
0.9108776221344541	153779
0.9117026063236031	158059
0.9125275905127521	163234
0.9133525747019011	169274
0.9141775588910501	175478
0.9150025430801991	181792
0.9158275272693481	188206
0.9166525114584971	194127
0.9174774956476461	200888
0.9183024798367951	208275
0.9191274640259441	215188
0.9199524482150933	223732
0.9207774324042423	231019
0.9216024165933913	238037
0.9224274007825404	248252
0.9232523849716894	257123
0.9240773691608384	265793
0.9249023533499874	274152
0.9257273375391364	284443
0.9265523217282854	293528
0.9273773059174344	304442
0.9282022901065834	315005
0.9290272742957324	324983
0.9298522584848814	336546
0.9306772426740304	347634
0.9315022268631795	359923
0.9323272110523285	371149
0.9331521952414775	383534
0.9339771794306266	395653
0.9348021636197756	409160
0.9356271478089246	422590
0.9364521319980736	435845
0.9372771161872226	451006
0.9381021003763717	466622
0.9389270845655207	479787
0.9397520687546697	494642
0.9405770529438187	509527
0.9414020371329677	526425
0.9422270213221167	542176
0.9430520055112657	558797
0.9438769897004148	575737
0.9447019738895638	593217
0.9455269580787129	611347
0.9463519422678619	629161
0.9471769264570109	647271
0.9480019106461599	666355
0.9488268948353089	684016
0.9496518790244579	705757
0.9504768632136069	725245
0.9513018474027559	744420
0.9521268315919049	767441
0.9529518157810539	787115
0.9537767999702029	811987
0.9546017841593519	833722
0.955426768348501	857386
0.95625175253765	882848
0.9570767367267992	905334
0.9579017209159482	931620
0.9587267051050972	960408
0.9595516892942462	986301
0.9603766734833952	1015997
0.9612016576725442	1044151
0.9620266418616932	1074926
0.9628516260508422	1106081
0.9636766102399912	1140142
0.9645015944291402	1172054
0.9653265786182892	1207662
0.9661515628074382	1244215
0.9669765469965873	1281694
0.9678015311857363	1318124
0.9686265153748853	1360173
0.9694514995640344	1400806
0.9702764837531834	1441107
0.9711014679423324	1486901
0.9719264521314814	1533253
0.9727514363206304	1582257
0.9735764205097794	1632284
0.9744014046989284	1680313
0.9752263888880774	1731743
0.9760513730772264	1786677
0.9768763572663755	1843641
0.9777013414555245	1896345
0.9785263256446736	1955948
0.9793513098338226	2019900
0.9801762940229716	2078336
0.9810012782121207	2146450
0.9818262624012697	2212268
0.9826512465904187	2277982
0.9834762307795677	2353729
0.9843012149687167	2423536
0.9851261991578657	2500423
0.9859511833470147	2575918
0.9867761675361637	2657101
0.9876011517253127	2736128
0.9884261359144617	2821296
0.9892511201036107	2908939
0.9900761042927598	2996900
0.9909010884819088	3089405
0.9917260726710578	3184998
0.992551056860207	3283071
0.993376041049356	3383970
0.994201025238505	3485692
0.995026009427654	3594982
0.995850993616803	3702529
0.996675977805952	3822715
0.997500961995101	3938363
0.99832594618425	4064568
0.999150930373399	4188160
0.999975914562548	4318392
1.000800898751697	4452163
1.001625882940846	4588730
1.0024508671299952	4738757
1.0032758513191442	4891477
1.0041008355082932	5047167
1.0049258196974422	5201873
1.0057508038865912	5372437
1.0065757880757402	5539624
1.0074007722648892	5723290
1.0082257564540382	5908908
1.0090507406431872	6099927
1.0098757248323362	6305709
1.0107007090214852	6515338
1.0115256932106342	6729359
1.0123506773997832	6953661
1.0131756615889322	7183267
1.0140006457780812	7426262
1.0148256299672302	7674610
1.0156506141563793	7941871
1.0164755983455285	8201071
1.0173005825346775	8477833
1.0181255667238265	8763226
1.0189505509129755	9061871
1.0197755351021245	9375928
1.0206005192912735	9689575
1.0214255034804225	10016915
1.0222504876695715	10357055
1.0230754718587205	10711496
1.0239004560478695	11072117
1.0247254402370185	11451828
1.0255504244261677	11842322
1.0263754086153167	12238417
1.0272003928044657	12652307
1.0280253769936147	13085521
1.0288503611827637	13527064
1.0296753453719127	13982150
1.0305003295610617	14450248
1.0313253137502107	14943699
1.0321502979393598	15423945
1.0329752821285088	15950745
1.0338002663176578	16475041
1.0346252505068068	17003470
1.0354502346959558	17564214
1.0362752188851048	18139299
1.0371002030742538	18707318
1.0379251872634028	19295245
1.0387501714525518	19913813
1.039575155641701	20523963
1.04040013983085	21156517
1.041225124019999	21802862
1.042050108209148	22462147
1.042875092398297	23141013
1.043700076587446	23818565
1.044525060776595	24492601
1.045350044965744	25203844
1.046175029154893	25930946
1.047000013344042	26642660
1.047824997533191	27387265
1.04864998172234	28136972
1.0494749659114893	28901401
1.0502999501006383	29676153
1.0511249342897873	30465097
1.0519499184789363	31259413
1.0527749026680853	32075712
1.0535998868572343	32891011
1.0544248710463833	33723492
1.0552498552355323	34571496
1.0560748394246813	35441893
1.0568998236138303	36310239
1.0577248078029793	37185689
1.0585497919921283	38091763
1.0593747761812773	39004383
1.0601997603704263	39941516
1.0610247445595753	40855941
1.0618497287487243	41830475
1.0626747129378735	42782261
1.0634996971270225	43749799
1.0643246813161715	44733608
1.0651496655053205	45733397
1.0659746496944695	46733850
1.0667996338836185	47765361
1.0676246180727675	48785193
1.0684496022619165	49840369
1.0692745864510655	50887223
1.0700995706402145	51954871
1.0709245548293636	53008936
1.0717495390185126	54093946
1.0725745232076618	55203275
1.0733995073968108	56298197
1.0742244915859598	57411991
1.0750494757751088	58527881
1.0758744599642578	59673558
1.0766994441534068	60807082
1.0775244283425558	61982799
1.0783494125317048	63140919
1.0791743967208538	64305679
1.0799993809100028	65505886
1.0808243650991518	66726888
1.0816493492883008	67928113
1.0824743334774498	69160169
1.0832993176665988	70397625
1.0841243018557478	71665700
1.0849492860448968	72936205
1.0857742702340458	74210384
1.086599254423195	75559327
1.087424238612344	76837230
1.088249222801493	78193995
1.089074206990642	79539543
1.089899191179791	80911093
1.09072417536894	82284008
1.091549159558089	83696465
1.092374143747238	85081692
1.093199127936387	86556053
1.094024112125536	87994395
1.094849096314685	89469696
1.0956740805038343	90917541
1.0964990646929833	92413006
1.0973240488821323	93922548
1.0981490330712813	95454173
1.0989740172604303	96991768
1.0997990014495793	98527644
1.1006239856387283	100109939
1.1014489698278773	101673318
1.1022739540170263	103282789
1.1030989382061753	104866554
1.1039239223953243	106517043
1.1047489065844733	108110265
1.1055738907736223	109737618
1.1063988749627713	111361426
1.1072238591519203	113022261
1.1080488433410693	114636319
1.1088738275302183	116290010
1.1096988117193676	117910508
1.1105237959085166	119565516
1.1113487800976656	121193038
1.1121737642868146	122810797
1.1129987484759636	124469193
1.1138237326651126	126057865
1.1146487168542616	127711458
1.1154737010434106	129280845
1.1162986852325596	130887845
1.1171236694217086	132427167
1.1179486536108576	133988265
1.1187736378000066	135503706
1.1195986219891558	137025302
1.1204236061783048	138482318
1.1212485903674538	139961415
1.1220735745566028	141360824
1.1228985587457518	142795612
1.1237235429349008	144135926
1.1245485271240498	145485245
1.1253735113131988	146770681
1.1261984955023479	148023908
1.1270234796914969	149268914
1.1278484638806459	150390633
1.1286734480697949	151552512
1.1294984322589439	152630260
1.1303234164480929	153717756
1.1311484006372419	154689771
1.1319733848263909	155645930
1.1327983690155399	156540515
1.1336233532046889	157422967
1.134448337393838	158204590
1.135273321582987	158981999
1.136098305772136	159666380
1.136923289961285	160361472
1.1377482741504341	160920017
1.1385732583395831	161483751
1.1393982425287321	162001910
1.1402232267178811	162397407
1.1410482109070301	162813176
1.1418731950961793	163107331
1.1426981792853284	163419479
1.1435231634744774	163630523
1.1443481476636264	163803379
1.1451731318527754	163886326
1.1459981160419244	164012337
1.1468231002310734	163974462
1.1476480844202224	163938350
1.1484730686093714	163834402
1.1492980527985204	163690096
1.1501230369876694	163485611
1.1509480211768184	163219089
1.1517730053659674	162925662
1.1525979895551164	162574225
1.1534229737442654	162200273
1.1542479579334144	161740932
1.1550729421225634	161289654
1.1558979263117124	160719912
1.1567229105008614	160196868
1.1575478946900104	159534094
1.1583728788791596	158960984
1.1591978630683086	158229632
1.1600228472574576	157542609
1.1608478314466066	156786602
1.1616728156357556	156062084
1.1624977998249046	155207327
1.1633227840140536	154408313
1.1641477682032026	153535549
1.1649727523923519	152692770
1.1657977365815009	151797288
1.1666227207706499	150872460
1.1674477049597989	149982966
1.1682726891489479	148998931
1.1690976733380969	148040455
1.169922657527246	147020813
1.170747641716395	146069238
1.171572625905544	145037440
1.172397610094693	144052261
1.173222594283842	142952390
1.174047578472991	141955700
1.17487256266214	140886852
1.175697546851289	139797279
1.176522531040438	138713867
1.177347515229587	137625113
1.178172499418736	136463224
1.178997483607885	135351344
1.179822467797034	134204111
1.180647451986183	133026395
1.1814724361753322	131885817
1.1822974203644812	130721496
1.1831224045536302	129503026
1.1839473887427792	128284271
1.1847723729319282	127089984
1.1855973571210772	125831790
1.1864223413102262	124589926
1.1872473254993752	123331476
1.1880723096885242	122065367
1.1888972938776734	120785708
1.1897222780668224	119497377
1.1905472622559714	118182843
1.1913722464451204	116877273
1.1921972306342694	115583567
1.1930222148234184	114246720
1.1938471990125674	112938826
1.1946721832017164	111575420
1.1954971673908654	110261340
1.1963221515800144	108878956
1.1971471357691634	107550250
1.1979721199583124	106177973
1.1987971041474614	104850718
1.1996220883366104	103473830
1.2004470725257594	102153214
1.2012720567149084	100757795
1.2020970409040574	99431612
1.2029220250932064	98084533
1.2037470092823555	96729592
1.2045719934715045	95404350
1.2053969776606537	94073326
1.2062219618498027	92775713
1.2070469460389517	91455466
1.2078719302281007	90160282
1.2086969144172497	88831558
1.2095218986063987	87571569
1.2103468827955477	86279057
1.2111718669846967	85042421
1.211996851173846	83755169
1.212821835362995	82546061
1.213646819552144	81294467
1.214471803741293	80084320
1.215296787930442	78870276
1.216121772119591	77691233
1.21694675630874	76483296
1.217771740497889	75334612
1.218596724687038	74186153
1.219421708876187	73030542
1.220246693065336	71902137
1.221071677254485	70781263
1.221896661443634	69663753
1.222721645632783	68576434
1.223546629821932	67496382
1.224371614011081	66396830
1.22519659820023	65363058
1.226021582389379	64307071
1.226846566578528	63274836
1.227671550767677	62243086
1.2284965349568262	61254531
1.2293215191459752	60221129
1.2301465033351242	59250013
1.2309714875242732	58248554
1.2317964717134222	57268571
1.2326214559025712	56313409
1.2334464400917202	55355751
1.2342714242808692	54432934
1.2350964084700184	53484683
1.2359213926591675	52561968
1.2367463768483165	51653841
1.2375713610374655	50734978
1.2383963452266145	49825582
1.2392213294157635	48943399
1.2400463136049125	48068661
1.2408712977940615	47211130
1.2416962819832105	46343130
1.2425212661723595	45485562
1.2433462503615085	44633534
1.2441712345506575	43793953
1.2449962187398065	42959760
1.2458212029289555	42121956
1.2466461871181045	41336781
1.2474711713072535	40518581
1.2482961554964025	39733095
1.2491211396855515	38929483
1.2499461238747005	38151285
1.2507711080638495	37373581
1.2515960922529985	36601556
1.2524210764421477	35833426
1.2532460606312967	35090801
1.2540710448204457	34337064
1.2548960290095947	33609300
1.2557210131987437	32863184
1.2565459973878927	32143668
1.2573709815770417	31421094
1.2581959657661907	30706627
1.25902094995534	30006945
1.259845934144489	29301674
1.260670918333638	28618207
1.261495902522787	27940881
1.262320886711936	27263914
1.263145870901085	26595172
1.263970855090234	25952817
1.264795839279383	25306380
1.265620823468532	24667412
1.266445807657681	24032128
1.26727079184683	23405831
1.268095776035979	22797609
1.268920760225128	22203085
1.269745744414277	21600684
1.270570728603426	21013100
1.271395712792575	20445059
1.272220696981724	19877260
1.273045681170873	19323445
1.273870665360022	18789744
1.274695649549171	18264816
1.2755206337383203	17740151
1.2763456179274693	17231818
1.2771706021166183	16738974
1.2779955863057673	16247907
1.2788205704949163	15764676
1.2796455546840653	15311792
1.2804705388732143	14856324
1.2812955230623633	14416390
1.2821205072515125	13976081
1.2829454914406615	13553485
1.2837704756298105	13148673
1.2845954598189595	12742604
1.2854204440081085	12365610
1.2862454281972575	11981160
1.2870704123864065	11604999
1.2878953965755555	11249575
1.2887203807647045	10899551
1.2895453649538535	10559276
1.2903703491430025	10236097
1.2911953333321515	9908951
1.2920203175213005	9602612
1.2928453017104495	9295049
1.2936702858995985	9007257
1.2944952700887475	8723839
1.2953202542778965	8448572
1.2961452384670455	8182264
1.2969702226561945	7926426
1.2977952068453436	7675437
1.2986201910344926	7435503
1.2994451752236418	7205247
1.3002701594127908	6975487
1.3010951436019398	6755066
1.3019201277910888	6541829
1.3027451119802378	6337082
1.3035700961693868	6133698
1.3043950803585358	5944828
1.3052200645476848	5756373
1.306045048736834	5573106
1.306870032925983	5394813
1.307695017115132	5221418
1.308520001304281	5058283
1.30934498549343	4895820
1.310169969682579	4736159
1.310994953871728	4585075
1.311819938060877	4433434
1.312644922250026	4290961
1.313469906439175	4150595
1.314294890628324	4008904
1.315119874817473	3874573
1.315944859006622	3743505
1.316769843195771	3619285
1.31759482738492	3492119
1.318419811574069	3374584
1.319244795763218	3250162
1.320069779952367	3134681
1.320894764141516	3020999
1.321719748330665	2910194
1.3225447325198143	2805161
1.3233697167089633	2699503
1.3241947008981123	2596320
1.3250196850872613	2496160
1.3258446692764103	2399709
1.3266696534655593	2304779
1.3274946376547083	2214768
1.3283196218438573	2120492
1.3291446060330065	2035271
1.3299695902221556	1951104
1.3307945744113046	1871061
1.3316195586004536	1790372
1.3324445427896026	1710750
1.3332695269787516	1639214
1.3340945111679006	1568174
1.3349194953570496	1499935
1.3357444795461986	1431443
1.3365694637353476	1368182
1.3373944479244966	1305572
1.3382194321136456	1245826
1.3390444163027946	1192839
1.3398694004919436	1136486
1.3406943846810926	1087425
1.3415193688702416	1036935
1.3423443530593906	987950
1.3431693372485396	942500
1.3439943214376886	900742
1.3448193056268376	859066
1.3456442898159868	819488
1.3464692740051358	781596
1.3472942581942848	748044
1.3481192423834338	712286
1.3489442265725828	682553
1.3497692107617318	651004
1.3505941949508808	622724
1.3514191791400298	595577
1.3522441633291788	569962
1.353069147518328	544173
1.353894131707477	520974
1.354719115896626	498961
1.355544100085775	479364
1.356369084274924	459120
1.357194068464073	439765
1.358019052653222	420807
1.358844036842371	404201
1.35966902103152	387189
1.360494005220669	372508
1.361318989409818	356685
1.362143973598967	343187
1.362968957788116	329958
1.3637939419772651	317102
1.3646189261664141	304380
1.3654439103555631	291522
1.3662688945447121	279574
1.3670938787338611	269792
1.3679188629230101	259773
1.3687438471121591	249468
1.3695688313013084	238559
1.3703938154904574	230813
1.3712187996796064	221057
1.3720437838687554	212777
1.3728687680579044	204009
1.3736937522470534	195662
1.3745187364362024	189440
1.3753437206253514	180450
1.3761687048145006	173432
1.3769936890036496	166141
1.3778186731927986	160216
1.3786436573819476	153476
1.3794686415710966	146413
1.3802936257602456	140626
1.3811186099493946	133690
1.3819435941385436	128699
1.3827685783276926	122308
1.3835935625168416	116468
1.3844185467059906	112331
1.3852435308951396	107030
1.3860685150842886	101528
1.3868934992734376	96621
1.3877184834625866	91930
1.3885434676517356	86894
1.3893684518408846	82512
1.3901934360300336	77600
1.3910184202191826	73579
1.3918434044083317	70066
1.3926683885974809	65515
1.3934933727866299	61283
1.3943183569757789	57843
1.3951433411649279	54411
1.3959683253540769	50881
1.396793309543226	47605
1.397618293732375	44391
1.398443277921524	40997
1.399268262110673	38569
1.4000932462998221	35758
1.4009182304889711	32747
1.4017432146781201	30406
1.4025681988672691	27766
1.4033931830564181	25464
1.4042181672455671	23657
1.4050431514347161	21312
1.4058681356238651	19354
1.4066931198130141	17850
1.4075181040021632	16010
1.4083430881913122	14518
1.4091680723804612	13043
1.4099930565696102	11937
1.4108180407587592	10427
1.4116430249479082	9537
1.4124680091370572	8548
1.4132929933262062	7796
1.4141179775153552	6619
1.4149429617045042	5999
1.4157679458936532	5206
1.4165929300828024	4489
1.4174179142719514	4133
1.4182428984611004	3504
1.4190678826502494	3008
1.4198928668393984	2699
1.4207178510285474	2314
1.4215428352176964	1988
1.4223678194068454	1784
1.4231928035959946	1515
1.4240177877851437	1315
1.4248427719742927	1106
1.4256677561634417	994
1.4264927403525907	837
1.4273177245417397	699
1.4281427087308887	610
1.4289676929200377	476
1.4297926771091867	405
1.4306176612983357	374
1.4314426454874847	323
1.4322676296766337	252
1.4330926138657827	232
1.4339175980549317	155
1.4347425822440807	141
1.4355675664332297	102
1.4363925506223787	97
1.4372175348115277	82
1.4380425190006767	68
1.4388675031898257	63
1.439692487378975	45
1.440517471568124	35
1.441342455757273	29
1.442167439946422	28
1.442992424135571	20
1.44381740832472	19
1.444642392513869	13
1.445467376703018	10
1.4462923608921672	9
1.4471173450813162	9
1.4479423292704652	5
1.4487673134596142	4
1.4495922976487632	3
1.4504172818379122	5
1.4512422660270612	0
1.4520672502162102	0
1.4528922344053592	0
1.4537172185945082	0
1.4545422027836572	1
1.4553671869728062	1
1.4561921711619552	0
1.4570171553511042	1
