referrer,views_total,views_unique
Google,130,15
github.com,85,13
hpc.dmi.unibas.ch,6,4
DuckDuckGo,6,1
Bing,4,2
spheric-sph.org,3,3
link.springer.com,3,1
hpctools.readthedocs.io,1,1
