referrer,views_total,views_unique
Google,76,10
github.com,41,8
spec.cs.miami.edu,4,1
Bing,2,2
sph-exa.readthedocs.io,2,1
search.brave.com,1,1
cn.bing.com,1,1
docs.google.com,1,1
