referrer,views_total,views_unique
github.com,140,12
Google,123,13
spheric-sph.org,12,4
DuckDuckGo,6,1
Bing,4,2
linkedin.com,3,2
link.springer.com,3,1
hpctools.readthedocs.io,1,1
hpc.dmi.unibas.ch,1,1
