time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-03 00:00:00+00:00,17,9,189,7
2023-11-04 00:00:00+00:00,14,6,8,2
2023-11-05 00:00:00+00:00,9,5,8,4
2023-11-06 00:00:00+00:00,23,7,60,5
2023-11-07 00:00:00+00:00,22,5,55,9
2023-11-08 00:00:00+00:00,17,6,7,4
2023-11-09 00:00:00+00:00,5,4,104,7
2023-11-10 00:00:00+00:00,6,4,4,2
2023-11-11 00:00:00+00:00,11,7,133,3
2023-11-12 00:00:00+00:00,14,4,66,5
2023-11-13 00:00:00+00:00,25,7,82,8
2023-11-14 00:00:00+00:00,7,6,118,8
2023-11-15 00:00:00+00:00,7,6,128,11
2023-11-16 00:00:00+00:00,1,1,27,4
