referrer,views_total,views_unique
Google,207,19
github.com,140,17
hpc.dmi.unibas.ch,59,2
zenodo.org,13,1
Bing,11,2
spheric-sph.org,9,1
linkedin.com,2,1
arxiv.org,1,1
