referrer,views_total,views_unique
github.com,77,17
Google,36,12
hpc.dmi.unibas.ch,12,1
Bing,7,2
confluence.cscs.ch,1,1
sph-exa.readthedocs.io,1,1
DuckDuckGo,1,1
