referrer,views_total,views_unique
Google,127,18
hpc.dmi.unibas.ch,58,1
github.com,55,14
zenodo.org,13,1
Bing,11,2
pro.spec.org,2,1
arxiv.org,1,1
sph-exa.readthedocs.io,1,1
