referrer,views_total,views_unique
github.com,163,17
Google,149,18
zenodo.org,13,1
spheric-sph.org,9,1
Bing,4,2
linkedin.com,3,2
arxiv.org,1,1
hpc.dmi.unibas.ch,1,1
