url_path,views_total,views_unique
/unibas-dmi-hpc/SPH-EXA,81,34
/unibas-dmi-hpc/SPH-EXA/pulls,24,3
/unibas-dmi-hpc/SPH-EXA/tree/develop/sph/include/sph,12,4
/unibas-dmi-hpc/SPH-EXA/pull/427,12,3
/unibas-dmi-hpc/SPH-EXA/tree/develop/main/src,10,3
/unibas-dmi-hpc/SPH-EXA/tree/develop/main,9,3
/unibas-dmi-hpc/SPH-EXA/tree/develop/domain/include/cstone,9,1
/unibas-dmi-hpc/SPH-EXA/tree/develop/domain/include/cstone/domain,9,1
/unibas-dmi-hpc/SPH-EXA/tree/develop/domain/include/cstone/primitives,9,1
/unibas-dmi-hpc/SPH-EXA/tree/github-repo-stats/unibas-dmi-hpc/SPH-EXA,8,2
