time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-28 00:00:00+00:00,24,7,16,2
2023-10-29 00:00:00+00:00,15,3,9,2
2023-10-30 00:00:00+00:00,19,11,41,12
2023-10-31 00:00:00+00:00,18,7,106,9
2023-11-01 00:00:00+00:00,16,6,118,5
2023-11-02 00:00:00+00:00,7,6,69,7
2023-11-03 00:00:00+00:00,17,9,189,7
2023-11-04 00:00:00+00:00,14,6,8,2
2023-11-05 00:00:00+00:00,9,5,8,4
2023-11-06 00:00:00+00:00,23,7,60,5
2023-11-07 00:00:00+00:00,22,5,55,9
2023-11-08 00:00:00+00:00,17,6,7,4
2023-11-09 00:00:00+00:00,5,4,104,7
2023-11-10 00:00:00+00:00,2,1,4,2
