referrer,views_total,views_unique
github.com,100,12
Google,87,12
DuckDuckGo,6,1
Bing,5,2
spheric-sph.org,3,3
link.springer.com,3,1
hpc.dmi.unibas.ch,2,2
linkedin.com,1,1
hpctools.readthedocs.io,1,1
