referrer,views_total,views_unique
github.com,159,15
Google,111,11
spheric-sph.org,10,2
DuckDuckGo,6,1
Bing,4,2
linkedin.com,3,2
link.springer.com,3,1
hpctools.readthedocs.io,1,1
