time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-20 00:00:00+00:00,14,6,3.0,2.0
2023-12-21 00:00:00+00:00,6,5,18.0,3.0
2023-12-22 00:00:00+00:00,25,6,28.0,4.0
2023-12-23 00:00:00+00:00,25,3,20.0,3.0
2023-12-24 00:00:00+00:00,6,5,17.0,2.0
2023-12-25 00:00:00+00:00,28,5,82.0,4.0
2023-12-26 00:00:00+00:00,6,5,,
2023-12-27 00:00:00+00:00,20,8,8.0,3.0
2023-12-28 00:00:00+00:00,26,6,105.0,7.0
2023-12-29 00:00:00+00:00,7,5,4.0,2.0
2023-12-30 00:00:00+00:00,10,8,15.0,2.0
2023-12-31 00:00:00+00:00,18,5,23.0,4.0
2024-01-01 00:00:00+00:00,19,6,2.0,1.0
2024-01-02 00:00:00+00:00,2,2,35.0,4.0
