referrer,views_total,views_unique
Google,95,13
github.com,50,11
Bing,4,3
spec.cs.miami.edu,4,1
sph-exa.readthedocs.io,2,1
search.brave.com,1,1
cn.bing.com,1,1
docs.google.com,1,1
