referrer,views_total,views_unique
github.com,140,12
Google,82,11
DuckDuckGo,6,1
Bing,4,2
spheric-sph.org,3,3
linkedin.com,3,2
link.springer.com,3,1
hpctools.readthedocs.io,1,1
hpc.dmi.unibas.ch,1,1
