time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-12 00:00:00+00:00,33,6,22,8
2023-12-13 00:00:00+00:00,21,6,17,4
2023-12-14 00:00:00+00:00,71,4,133,5
2023-12-15 00:00:00+00:00,4,3,12,3
2023-12-16 00:00:00+00:00,9,5,3,3
2023-12-17 00:00:00+00:00,9,5,25,1
2023-12-18 00:00:00+00:00,6,5,12,7
2023-12-19 00:00:00+00:00,5,4,16,6
2023-12-20 00:00:00+00:00,14,6,3,2
2023-12-21 00:00:00+00:00,6,5,18,3
2023-12-22 00:00:00+00:00,25,6,28,4
2023-12-23 00:00:00+00:00,25,3,20,3
2023-12-24 00:00:00+00:00,6,5,17,2
2023-12-25 00:00:00+00:00,24,4,82,4
