referrer,views_total,views_unique
Google,247,16
github.com,110,14
sph-exa.readthedocs.io,2,1
hpc.dmi.unibas.ch,2,1
arxiv.org,1,1
DuckDuckGo,1,1
search.brave.com,1,1
