time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-15 00:00:00+00:00,4,3,12.0,3.0
2023-12-16 00:00:00+00:00,9,5,3.0,3.0
2023-12-17 00:00:00+00:00,9,5,25.0,1.0
2023-12-18 00:00:00+00:00,6,5,12.0,7.0
2023-12-19 00:00:00+00:00,5,4,16.0,6.0
2023-12-20 00:00:00+00:00,14,6,3.0,2.0
2023-12-21 00:00:00+00:00,6,5,18.0,3.0
2023-12-22 00:00:00+00:00,25,6,28.0,4.0
2023-12-23 00:00:00+00:00,25,3,20.0,3.0
2023-12-24 00:00:00+00:00,6,5,17.0,2.0
2023-12-25 00:00:00+00:00,28,5,82.0,4.0
2023-12-26 00:00:00+00:00,6,5,,
2023-12-27 00:00:00+00:00,20,8,8.0,3.0
2023-12-28 00:00:00+00:00,22,5,105.0,7.0
