referrer,views_total,views_unique
Google,119,12
github.com,102,11
sph-exa.readthedocs.io,2,1
hpc.dmi.unibas.ch,2,1
arxiv.org,1,1
DuckDuckGo,1,1
search.brave.com,1,1
