referrer,views_total,views_unique
github.com,77,19
Google,43,11
hpc.dmi.unibas.ch,12,1
Bing,7,2
confluence.cscs.ch,1,1
sph-exa.readthedocs.io,1,1
DuckDuckGo,1,1
