referrer,views_total,views_unique
Google,151,17
github.com,78,11
DuckDuckGo,10,2
hpc.dmi.unibas.ch,6,4
Bing,5,2
spheric-sph.org,3,3
link.springer.com,3,1
hpctools.readthedocs.io,1,1
